announcement_date,donor,aid_type_general,aid_type_specific,explanation,reporting_currency,source_reported_value,classified_category,date
2023-02-23,Japan,Financial,Grant,"The Multilateral Insurance Guarantee Agency has announced that Japan has contributed USD 23 million to its SURE trust fund, being the first country to do so.",USD,23000000.0,Financial & Economic Aid,2023-02-23
2023-02-23,Latvia,Humanitarian,Equipment,"The official webpage listing the donations for the first time posted information regarding EUR 184 000 support of the Ministry of Foreign Affairs to victims of hostilities, in cooperation with the Businesses for Peace, ensuring the reconstruction of houses in Chernihiv oblast.
",EUR,185000.0,Financial & Economic Aid,2023-02-23
2023-02-23,Czechia,Military,Equipment,"The Czech government stated that the country has supplied material and training worth roughly 10 billion CZK, as of 23 February. We compare this value to the sum of the values from CZM1-24 using exchange rate 1 EUR = 23.89 CZK for EUR entries, which is 12,129,796,699 CZK. Since this comes relatively close to the ""roughly 10 billion CZK"" indicated by the government and we want do avoid underestimation, we keep our values to this date.",CZK,0.0,Financial & Economic Aid,2023-02-23
2023-02-23,Croatia,Military,Consolidation,"According to Source of Aid 1, the government aid to Ukraine has been in total EUR160 million, of which 77% (EUR123 million) is estimated to be military aid (Source of Aid 2). We use this figure, EUR123 million, to benchmark and subtract the values of HRM1 and HRM2 to arrive at EUR44,562,710 ",EUR,44208276.11093445,Financial & Economic Aid,2023-02-23
2023-02-23,Germany,Humanitarian,Equipment,"Humanitarian aid from the German Federal Ministry of Food and Agriculture in 2023. According to the recent publication of the list of German aid to Ukraine (Source of aid 1), the German German Federal Ministry of Food and Agriculture will spend 9 EUR million for financing generators to supply electricity to farms and support small farmers in areas particularly affected by the war. ",EUR,9000000.0,Artillery & Heavy Weapons,2023-02-23
2023-02-23,Finland,Military,Weapons and equipment,"According to Source of Aid 1, Finland pledged the 13th package of military aid to Ukraine. The package is said to be worth EUR160 million and contain 3 Leopard-2R, a Finnish modification of the Leopard-2A4 build to clear mine fields.",EUR,160000000.0,Financial & Economic Aid,2023-02-23
2023-02-24,United States,Military,Funding for Weapon Acquisition Program,Tranche of aid amounting to USD 2 billion financed through the USAI framework. ,USD,2000000000.0,Financial & Economic Aid,2023-02-24
2023-02-24,United States,Military,Funding for Weapon Acquisition Program,Tranche of aid amounting to USD 2 billion financed through the USAI framework. ,USD,2000000000.0,Financial & Economic Aid,2023-02-24
2023-02-24,United States,Military,Funding for Weapon Acquisition Program,Tranche of aid amounting to USD 2 billion financed through the USAI framework. ,USD,2000000000.0,Financial & Economic Aid,2023-02-24
2023-02-24,Sweden,Humanitarian,Contribution,"According to Source of Aid 1, the Swedish Ministry of Foreign Affairs, Sweden allocated an additional SEK 520 million support to Ukraine, divided between SEK 220 million in Humanitarian operations distributed accross 7 organisations and SEK 300 million towards the Ukrainian Energy Fund (see SEF6). This entry corresponds to SEK 20 million allocated to the International RescueCommittee. ",SEK,20000000.0,Financial & Economic Aid,2023-02-24
2023-02-24,United States,Military,Funding for Weapon Acquisition Program,Tranche of aid amounting to USD 2 billion financed through the USAI framework. ,USD,2000000000.0,Financial & Economic Aid,2023-02-24
2023-02-24,United States,Military,Funding for Weapon Acquisition Program,Tranche of aid amounting to USD 2 billion financed through the USAI framework. ,USD,2000000000.0,Financial & Economic Aid,2023-02-24
2023-02-24,Austria,Humanitarian,Consolidation,"On the 1st of February 2023, Wiener Zeitung reported that according to the president of Austria, Alexander Van der Bellen, Austria provided 118 EUR million of humanitarian support to Ukraine. (Source of aid 2). An official press release published later by the Austrian embassy to Lithuanian indicated that the total amount of aid slightly increased to 124 EUR million. In Source of Aid 4, the Ministry for European and International Affairs shows that EUR40 million out of the EUR124.6 million to Ukraine are financial aid, which is already reported in ATF1, 3 and 4. The remaining EUR84.6 million for humanitarian aid are close to what we previously captured in our dataset (EUR81.5 million). We add the difference of EUR3.1 million.",EUR,3147960.0,Financial & Economic Aid,2023-02-24
2023-02-24,Australia,Military,Weapons,"The Australian government announced to provide additional Uncrewed Aerial Systems to Ukraine. Source of Aid 2 and 3 speak of a total package worth of AUD 33 million. Since no further information on the number of items is disclosed, we take this value as donation value. ",AUD,33000000.0,Financial & Economic Aid,2023-02-24
2023-02-24,United States,Military,Funding for Weapon Acquisition Program,Tranche of aid amounting to USD 2 billion financed through the USAI framework. ,USD,2000000000.0,Financial & Economic Aid,2023-02-24
2023-02-24,Germany,Military,Budgetary appropriations,"2022 Ertüchtigungsinitiative: DEM1 records German military commitments that are financed by the so-called ""Ertüchtigungshilfe."" The Ukrainian government can buy weapons up to this amount from the German arms industry. According to ""Source of Aid 1"" section 7, this fund amounts to a total of EUR3.53 billion in total (EUR1.65 billion in 2022, EUR1.88 billion in 2023). ""Source of Aid 2"" provides the specific items and quantities in this category. Since the first portion of this aid was announced in June of 2022, we assign this entry the commitment month of June. The second portion of this aid was announced in January 2023, which is why we assign it this month for analysis of aid over time purposes.",EUR,270000000.0,Artillery & Heavy Weapons,2023-02-24
2023-02-24,Germany,Military,Budgetary appropriations,"2023 Ertüchtigungsinitiative: DEM2 records German military commitments that are financed by the so-called ""Ertüchtigungshilfe"" in 2023. The Ukrainian government can buy weapons up to this amount from the German arms industry. According to ""Source of Aid 1"" section 7, this fund amounts to a total of EUR3.53 billion in total (EUR1.65 billion in 2022, EUR1.88 billion in 2023). ""Source of Aid 2"" provides the specific items and quantities in this category. Since the first portion of this aid was announced in June of 2022, we assign this entry the commitment month of June. The second portion of this aid was announced in January 2023, which is why we assign it this month for analysis of aid over time purposes.",EUR,1880000000.0,Artillery & Heavy Weapons,2023-02-24
2023-02-24,Sweden,Humanitarian,Contribution,"According to Source of Aid 1 the Swedish Ministry of Foreign Affairs, Sweden allocated an additional SEK 520 million support to Ukraine, divided between SEK 220 million in Humanitarian operations distributed accross 7 organisations and SEK 300 million towards the Ukrainian Energy Fund (see SEF6). This entry corresponds to SEK 60 million allocated to the International Committee of the Red Cross. ",SEK,60000000.0,Financial & Economic Aid,2023-02-24
2023-02-24,Sweden,Financial,Grant,"SEK 300 million in energy support will go to the Ukraine Energy Support Fund, established by European Commissioner for Energy Kadri Simson in April 2022. The Fund complements other efforts to support Ukraine’s energy sector, by providing capital to energy companies that are unable to obtain the financial resources needed to purchase their most necessary procurements. Source of Aid 1 mentions another 220 million EUR, which go to different partner organizations, but not neccessarily directly to Ukraine. We therefore do not report this amount.",SEK,300000000.0,Financial & Economic Aid,2023-02-24
2023-02-24,Sweden,Humanitarian,Contribution,"According to Source of Aid 1, the Swedish Ministry of Foreign Affairs, Sweden allocated an additional SEK 520 million support to Ukraine, divided between SEK 220 million in Humanitarian operations distributed accross 7 organisations and SEK 300 million towards the Ukrainian Energy Fund (see SEF6). This entry corresponds to SEK 20 million allocated to the United Nations High Commissioner for Refugees",SEK,20000000.0,Financial & Economic Aid,2023-02-24
2023-02-24,South Korea,Humanitarian,Assistance,"According to Source of Aid 1, South Korea  pledges $130 million in additional assistance for the Ukrainian people suffering from the war and plans to continue possible assistance through this, focusing mainly on humanitarian assistance including demining, financial assistance for Ukraine, aid in the construction of infrastructure such as the restoration of power grid, and support for reconstruction through grant ODA projects.",USD,130000000.0,Financial & Economic Aid,2023-02-24
2023-02-24,Sweden,Military,Weapons,"Support package 11. The Government of Sweden has adopted an additional amending budget of SEK 6.2 billion through which eight Archer artillery units, of which two are maintenance units, will be donated to Ukraine. The budget also includes previously announced Leopard 2 battle tanks, and parts and ammunition for the HAWK anti-aircraft system. Additionally, Sweden intends to cover transportation, protection, and training costs worth a total of SEK 524.5 million. We therefore report the value of this package including the Leopard-2 tanks, the 8 Archer systems (previously undisclosed number) and ammunition for the HAWK system as SEK 6.7245 billion. ",SEK,6724500000.0,Air Defense,2023-02-24
2023-02-24,Sweden,Military,Weapons,"Support package 11. The Government of Sweden has adopted an additional amending budget of SEK 6.2 billion through which eight Archer artillery units, of which two are maintenance units, will be donated to Ukraine. The budget also includes previously announced Leopard 2 battle tanks, and parts and ammunition for the HAWK anti-aircraft system. Additionally, Sweden intends to cover transportation, protection, and training costs worth a total of SEK 524.5 million. We therefore report the value of this package including the Leopard-2 tanks, the 8 Archer systems (previously undisclosed number) and ammunition for the HAWK system as SEK 6.7245 billion. ",SEK,6724500000.0,Air Defense,2023-02-24
2023-02-24,Sweden,Military,Weapons,"Support package 11. The Government of Sweden has adopted an additional amending budget of SEK 6.2 billion through which eight Archer artillery units, of which two are maintenance units, will be donated to Ukraine. The budget also includes previously announced Leopard 2 battle tanks, and parts and ammunition for the HAWK anti-aircraft system. Additionally, Sweden intends to cover transportation, protection, and training costs worth a total of SEK 524.5 million. We therefore report the value of this package including the Leopard-2 tanks, the 8 Archer systems (previously undisclosed number) and ammunition for the HAWK system as SEK 6.7245 billion. ",SEK,6724500000.0,Air Defense,2023-02-24
2023-02-24,Norway,Humanitarian,Assistance,"In February, Norway pledged the transfer of 400 mil. NOK to the UN Humanitarian Reponse Plan for Ukraine to address humanitarian needs and the needs of internally displaced refugees (Source of Aid 1). Source of Aid 2 indicates the composition of this transfer, with 280 mil. NOK destined for the UN response through OCHA and 120 mil. NOK through UNCHR, of which 75 is destined for Moldova and therefore not considered. The money is part of the financing from the Nansen Support Program in NOF5. Here we report 45 NOK million to UNCHR. ",NOK,45000000.0,Financial & Economic Aid,2023-02-24
2023-02-24,Norway,Humanitarian,Assistance,"In February, Norway pledged the transfer of 400 mil. NOK to the UN Humanitarian Reponse Plan for Ukraine to address humanitarian needs and the needs of internally displaced refugees (Source of Aid 1). Source of Aid 2 indicates the composition of this transfer, with 280 mil. NOK destined for the UN response through OCHA and 120 mil. NOK through UNCHR, of which 75 is destined for Moldova and therefore not considered. The money is part of the financing from the Nansen Support Program in NOF5. Here we report 280 NOK million.",NOK,280000000.0,Financial & Economic Aid,2023-02-24
2023-02-24,United States,Military,Funding for Weapon Acquisition Program,Tranche of aid amounting to USD 2 billion financed through the USAI framework. ,USD,2000000000.0,Financial & Economic Aid,2023-02-24
2023-02-24,Sweden,Humanitarian,Contribution,"According to Source of Aid 1, the Swedish Ministry of Foreign Affairs, Sweden allocated an additional SEK 520 million support to Ukraine, divided between SEK 220 million in Humanitarian operations distributed accross 7 organisations and SEK 300 million towards the Ukrainian Energy Fund (see SEF6). This entry corresponds to SEK 35 million allocated to the World Food Programme (WFP).",SEK,35000000.0,Financial & Economic Aid,2023-02-24
2023-02-24,Canada,Military,Equipment,"Minister of Foreign Affairs, Mélanie Joly, announced more than $32 million in support of security and stabilization in the country. This includes contributions to demining and accountability efforts, as well as countering chemical, biological, radiological, and nuclear threats that jeopardize the safety of the entire region.",CAD,32000000.0,Financial & Economic Aid,2023-02-24
2023-02-24,Germany,Humanitarian,Contribution,"According to the recent publication of the list of German aid to Ukraine (Source of aid 1), the German Federal Ministry for Economic Affairs and Climate Action of Germany (Bundesministerium für Wirtschaft und Klimaschutz) is to spend 55 EUR million for ""green reconstruction financing for Ukraine""(Finanzierung des grünen Wiederaufbaus für die Ukraine). Source of aid 2 confirms it and specifies that this package is planned and, therefore, can be treated as the first announcement. We assume it was a donation to ""Ukraine Energy Support Fund"".",EUR,55000000.0,Financial & Economic Aid,2023-02-24
2023-02-24,United States,Military,Funding for Weapon Acquisition Program,Tranche of aid amounting to USD 2 billion financed through the USAI framework. ,USD,2000000000.0,Financial & Economic Aid,2023-02-24
2023-02-24,Sweden,Humanitarian,Contribution,"According to Source of Aid 1, the Swedish Ministry of Foreign Affairs, Sweden allocated an additional SEK 520 million support to Ukraine, divided between SEK 220 million in Humanitarian operations distributed accross 7 organisations and SEK 300 million towards the Ukrainian Energy Fund (see SEF6). This entry corresponds to SEK 25 million allocated to the Norwedian Refugee council. ",SEK,25000000.0,Financial & Economic Aid,2023-02-24
2023-02-24,Sweden,Humanitarian,Contribution,"According to Source of Aid 1, the Swedish Ministry of Foreign Affairs, Sweden allocated an additional SEK 520 million support to Ukraine, divided between SEK 220 million in Humanitarian operations distributed accross 7 organisations and SEK 300 million towards the Ukrainian Energy Fund (see SEF6). This entry corresponds to SEK 30 million allocated to Save the Children",SEK,30000000.0,Financial & Economic Aid,2023-02-24
2023-02-24,Germany,Humanitarian,Assistance,"Humanitarian aid from the German Federal Foreign Office in 2023. According to the recent publication of the list of German aid to Ukraine (Source of aid 1), the German Federal Foreign Office spend 48 EUR million for humanitarian aid for people in need in Ukraine and for Ukrainian refugees in neighboring countries through NGOs and international organizations, including Winter Aid in 2023. The value for 2022 is reported in DEH3. We also assume that part of this aid was already spent on the Starlink terminals in January 2023.",EUR,48000000.0,Financial & Economic Aid,2023-02-24
2023-02-24,United States,Military,Funding for Weapon Acquisition Program,Tranche of aid amounting to USD 2 billion financed through the USAI framework. ,USD,2000000000.0,Financial & Economic Aid,2023-02-24
2023-02-24,Sweden,Humanitarian,Contribution,"According to Source of Aid 1, the Swedish Ministry of Foreign Affairs, Sweden allocated an additional SEK 520 million support to Ukraine, divided between SEK 220 million in Humanitarian operations distributed accross 7 organisations and SEK 300 million towards the Ukrainian Energy Fund (see SEF6). This entry corresponds to SEK 30 million allocated to the UN´s Country-based pooled fund.",SEK,30000000.0,Financial & Economic Aid,2023-02-24
2023-02-24,United States,Military,Funding for Weapon Acquisition Program,Tranche of aid amounting to USD 2 billion financed through the USAI framework. ,USD,2000000000.0,Financial & Economic Aid,2023-02-24
2023-02-24,Germany,Humanitarian,Assistance,"Humanitarian aid from the German Federal Foreign Office in 2023. According to the recent publication of the list of German aid to Ukraine (Source of aid 1), the German Federal Foreign Office spend 48 EUR million for humanitarian aid for people in need in Ukraine and for Ukrainian refugees in neighboring countries through NGOs and international organizations, including Winter Aid in 2023. The value for 2022 is reported in DEH3. We also assume that part of this aid was already spent on the Starlink terminals in January 2023.",EUR,48000000.0,Financial & Economic Aid,2023-02-24
2023-02-26,Estonia,Military,Weapons and equipment,"Defense Minister Hanno Pevkur announces a new military aid package for Ukraine, which consists in weapons and equipment for the special operations forces. The package includes assault rifles (Estonia's standard assault rifle is R20 Rahe), pistols, unmanned aerial vehicles, thermal imaging cameras, generators and battery chargers, as well as clothing. Source of aid 1 also mentioned that the total aid provided so far reached EUR 400 million. As our dataset recorded less, we assume that the difference is the value of this package.",EUR,61974633.58776474,Ground Combat,2023-02-26
2023-02-26,Estonia,Military,Weapons and equipment,"Defense Minister Hanno Pevkur announces a new military aid package for Ukraine, which consists in weapons and equipment for the special operations forces. The package includes assault rifles (Estonia's standard assault rifle is R20 Rahe), pistols, unmanned aerial vehicles, thermal imaging cameras, generators and battery chargers, as well as clothing. Source of aid 1 also mentioned that the total aid provided so far reached EUR 400 million. As our dataset recorded less, we assume that the difference is the value of this package.",EUR,61974633.58776474,Ground Combat,2023-02-26
2023-02-26,Estonia,Military,Weapons and equipment,"Defense Minister Hanno Pevkur announces a new military aid package for Ukraine, which consists in weapons and equipment for the special operations forces. The package includes assault rifles (Estonia's standard assault rifle is R20 Rahe), pistols, unmanned aerial vehicles, thermal imaging cameras, generators and battery chargers, as well as clothing. Source of aid 1 also mentioned that the total aid provided so far reached EUR 400 million. As our dataset recorded less, we assume that the difference is the value of this package.",EUR,61974633.58776474,Ground Combat,2023-02-26
2023-02-26,Estonia,Military,Weapons and equipment,"Defense Minister Hanno Pevkur announces a new military aid package for Ukraine, which consists in weapons and equipment for the special operations forces. The package includes assault rifles (Estonia's standard assault rifle is R20 Rahe), pistols, unmanned aerial vehicles, thermal imaging cameras, generators and battery chargers, as well as clothing. Source of aid 1 also mentioned that the total aid provided so far reached EUR 400 million. As our dataset recorded less, we assume that the difference is the value of this package.",EUR,61974633.58776474,Ground Combat,2023-02-26
2023-02-26,Estonia,Military,Weapons and equipment,"Defense Minister Hanno Pevkur announces a new military aid package for Ukraine, which consists in weapons and equipment for the special operations forces. The package includes assault rifles (Estonia's standard assault rifle is R20 Rahe), pistols, unmanned aerial vehicles, thermal imaging cameras, generators and battery chargers, as well as clothing. Source of aid 1 also mentioned that the total aid provided so far reached EUR 400 million. As our dataset recorded less, we assume that the difference is the value of this package.",EUR,61974633.58776474,Ground Combat,2023-02-26
2023-02-26,Estonia,Military,Weapons and equipment,"Defense Minister Hanno Pevkur announces a new military aid package for Ukraine, which consists in weapons and equipment for the special operations forces. The package includes assault rifles (Estonia's standard assault rifle is R20 Rahe), pistols, unmanned aerial vehicles, thermal imaging cameras, generators and battery chargers, as well as clothing. Source of aid 1 also mentioned that the total aid provided so far reached EUR 400 million. As our dataset recorded less, we assume that the difference is the value of this package.",EUR,61974633.58776474,Ground Combat,2023-02-26
2023-02-27,Slovakia,Military,Weapons,"According to Source of Aid 1, Slovakia will send air defence systems and anti-tank missiles. The aid is worth around EUR4.5 million.",EUR,4500000.0,Air Defense,2023-02-27
2023-02-27,Slovakia,Military,Weapons,"According to Source of Aid 1, Slovakia will send air defence systems and anti-tank missiles. The aid is worth around EUR4.5 million.",EUR,4500000.0,Air Defense,2023-02-27
2023-02-27,Slovakia,Military,Weapons,"According to Source of Aid 1, Slovakia will send air defence systems and anti-tank missiles. The aid is worth around EUR4.5 million.",EUR,4500000.0,Air Defense,2023-02-27
2023-02-28,Romania,Humanitarian,Equipment,Source of Aid 1 says that Romania has given Ukraine staple goods and food worth 5 million LEI the day before the source release.,RON,5000000.0,Financial & Economic Aid,2023-02-28
2023-03-01,EU (Commission and Council),Financial,Loan,MFA+ 2023 allocated funds,EUR,1500000000.0,Financial & Economic Aid,2023-03-01
2023-03-03,United States,Military,Weapons and equipment,33th presidential drawdown amounting to USD 400 million for the provision of various military items.,USD,400000000.0,Financial & Economic Aid,2023-03-03
2023-03-03,United States,Military,Weapons and equipment,33th presidential drawdown amounting to USD 400 million for the provision of various military items.,USD,400000000.0,Financial & Economic Aid,2023-03-03
2023-03-03,United States,Military,Weapons and equipment,33th presidential drawdown amounting to USD 400 million for the provision of various military items.,USD,400000000.0,Financial & Economic Aid,2023-03-03
2023-03-03,United States,Military,Weapons and equipment,33th presidential drawdown amounting to USD 400 million for the provision of various military items.,USD,400000000.0,Financial & Economic Aid,2023-03-03
2023-03-03,United States,Military,Weapons and equipment,33th presidential drawdown amounting to USD 400 million for the provision of various military items.,USD,400000000.0,Financial & Economic Aid,2023-03-03
2023-03-03,United States,Military,Weapons and equipment,33th presidential drawdown amounting to USD 400 million for the provision of various military items.,USD,400000000.0,Financial & Economic Aid,2023-03-03
2023-03-03,United States,Military,Weapons and equipment,33th presidential drawdown amounting to USD 400 million for the provision of various military items.,USD,400000000.0,Financial & Economic Aid,2023-03-03
2023-03-03,United States,Military,Weapons and equipment,33th presidential drawdown amounting to USD 400 million for the provision of various military items.,USD,400000000.0,Financial & Economic Aid,2023-03-03
2023-03-08,China,Humanitarian,Contribution,"China will donate 200,000 euros to the Ukrainian nuclear safety and security technical assistance project through the International Atomic Energy Agency.",EUR,200000.0,Financial & Economic Aid,2023-03-08
2023-03-09,Japan,Humanitarian,Contribution,"On March 3, 2023, the Japanese Ministry of Foreign Affairs announced the exchange of a note with Ukraine regarding Grant Aid for the ""Programme for Emergency Recovery,"" which allows Ukraine to receive 22.44 billion yen as a grant (Source 1). The grant agreement, commissioned on March 9, 2024, confirmed that this grant program has been officially established (Source 2).",JPY,22440000000.0,Financial & Economic Aid,2023-03-09
2023-03-09,Latvia,Humanitarian,Equipment,"Latvia sends cars seized from drunk drivers to help Kyiv. The first eight cars had a combined value of about 18,500 EUR. (Source of aid 1)",EUR,18500.0,Financial & Economic Aid,2023-03-09
2023-03-10,Finland,Financial,Grant,The official press release of the Finnish ministry of foreign affairs informs that Finland will provide additional 14 EUR million to Ukraine through the PEACE fund. ,EUR,14000000.0,Financial & Economic Aid,2023-03-10
2023-03-10,Finland,Humanitarian,Assistance,The Finnish ministry of foreign affairs contributes additional EUR 14 million in development cooperation according to Source of Aid 1 as humanitarian aid to Ukraine. We assume it's the part of 37 EUR million commitment for Country Programme in Ukraine.,EUR,14000000.0,Financial & Economic Aid,2023-03-10
2023-03-10,Finland,Humanitarian,Assistance,The Finnish ministry of foreign affairs contributes additional EUR 15 million according to Source of Aid 1 as humanitarian aid to Ukraine. The Press release does not state in further detail how the money is disbursed and to which projects/ organisations it will go. ,EUR,15000000.0,Financial & Economic Aid,2023-03-10
2023-03-15,Denmark,Military,Budgetary appropriations,"Original 0.4 DKK billion for 2027 Ukraine Fund commitment: In March 2023 (Source of aid 1), Denmark announced its intention to establish a Ukraine fund dedicated to financing future aid for Ukraine. The initial agreement outlined a commitment of 5.4 DKK billion for military support in 2023, 1.2 DKK billion for civilian support, and 0.4 DKK billion for business initiatives. However, for military support, the agreement also allocated an unknown amount of funds for 2024-2026, dedicated to replenishing the equipment donated from the army stocks in 2023.

In May 2023 (Source of aid 2), an official overview revealed that the total amount allocated for 2024-2027 was 5.3 DKK billion. Additionally, it was announced in May 2023 that these funds would be increased by a total of 21.9 DKK billion. Of this, 7.5 DKK billion was earmarked for 2023, 10.4 DKK billion for 2024, and 1 DKK billion for each year from 2025 to 2028.

Finally, in June (Source of aid 3), the parliament agreed on the final version of the Ukraine fund and published the agreement. It specified that 32.6 DKK billion of military aid under the Ukraine fund would be distributed as follows: 12.9 DKK billion for 2023, 13.2 DKK billion for 2024, 2.3 DKK billion for 2025, 1.8 DKK billion for 2026, 1.4 DKK billion for 2027, and 1 DKK billion for 2028. Therefore, this information is used to allocate these commitments over time.",DKK,400000000.0,Artillery & Heavy Weapons,2023-03-15
2023-03-15,Denmark,Military,Budgetary appropriations,"Original 0.8 DKK billion for 2026 Ukraine Fund original commitment: In March 2023 (Source of aid 1), Denmark announced its intention to establish a Ukraine fund dedicated to financing future aid for Ukraine. The initial agreement outlined a commitment of 5.4 DKK billion for military support in 2023, 1.2 DKK billion for civilian support, and 0.4 DKK billion for business initiatives. However, for military support, the agreement also allocated an unknown amount of funds for 2024-2026, dedicated to replenishing the equipment donated from the army stocks in 2023.

In May 2023 (Source of aid 2), an official overview revealed that the total amount allocated for 2024-2027 was 5.3 DKK billion. Additionally, it was announced in May 2023 that these funds would be increased by a total of 21.9 DKK billion. Of this, 7.5 DKK billion was earmarked for 2023, 10.4 DKK billion for 2024, and 1 DKK billion for each year from 2025 to 2028.

Finally, in June (Source of aid 3), the parliament agreed on the final version of the Ukraine fund and published the agreement. It specified that 32.6 DKK billion of military aid under the Ukraine fund would be distributed as follows: 12.9 DKK billion for 2023, 13.2 DKK billion for 2024, 2.3 DKK billion for 2025, 1.8 DKK billion for 2026, 1.4 DKK billion for 2027, and 1 DKK billion for 2028. Therefore, this information is used to allocate these commitments over time.",DKK,800000000.0,Artillery & Heavy Weapons,2023-03-15
2023-03-15,Denmark,Military,Weapons and equipment,"According to Source of Aid 1, Denmark provides Ukraine with a number of weapons and ammunition in its 9th military aid package. The pledge also includes DKK 100 million provided through NATO (reported below). The package is worth DKK 1 billion, which falls under the 2023 Ukraine Fund framework. We account for DKK 900 mil. here, subtracting the contrubution through NATO. Source of Aid 2 states that Denmark has provided 2000 155mm shells to Ukraine. We report this value here, as this item has not been committed or disclosed in another package.",DKK,900000000.0,Ammunition & Explosives,2023-03-15
2023-03-15,Denmark,Military,Budgetary appropriations,"Original 2.8 DKK billion for 2024 Ukraine Fund: In March 2023 (Source of aid 1), Denmark announced its intention to establish a Ukraine fund dedicated to financing future aid for Ukraine. The initial agreement outlined a commitment of 5.4 DKK billion for military support in 2023, 1.2 DKK billion for civilian support, and 0.4 DKK billion for business initiatives. However, for military support, the agreement also allocated an unknown amount of funds for 2024-2026, dedicated to replenishing the equipment donated from the army stocks in 2023.

In May 2023 (Source of aid 2), an official overview revealed that the total amount allocated for 2024-2027 was 5.3 DKK billion. Additionally, it was announced in May 2023 that these funds would be increased by a total of 21.9 DKK billion. Of this, 7.5 DKK billion was earmarked for 2023, 10.4 DKK billion for 2024, and 1 DKK billion for each year from 2025 to 2028.

Finally, in June (Source of aid 3), the parliament agreed on the final version of the Ukraine fund and published the agreement. It specified that 32.6 DKK billion of military aid under the Ukraine fund would be distributed as follows: 12.9 DKK billion for 2023, 13.2 DKK billion for 2024, 2.3 DKK billion for 2025, 1.8 DKK billion for 2026, 1.4 DKK billion for 2027, and 1 DKK billion for 2028. Therefore, this information is used to allocate these commitments over time.",DKK,2800000000.0,Artillery & Heavy Weapons,2023-03-15
2023-03-15,Denmark,Military,Weapons and equipment,"According to Source of Aid 1, Denmark provides Ukraine with a number of weapons and ammunition in its 9th military aid package. The pledge also includes DKK 100 million provided through NATO (reported below). The package is worth DKK 1 billion, which falls under the 2023 Ukraine Fund framework. We account for DKK 900 mil. here, subtracting the contrubution through NATO. Source of Aid 2 states that Denmark has provided 2000 155mm shells to Ukraine. We report this value here, as this item has not been committed or disclosed in another package.",DKK,900000000.0,Ammunition & Explosives,2023-03-15
2023-03-15,Denmark,Military,Weapons and equipment,"According to Source of Aid 1, Denmark provides Ukraine with a number of weapons and ammunition in its 9th military aid package. The pledge also includes DKK 100 million provided through NATO (reported below). The package is worth DKK 1 billion, which falls under the 2023 Ukraine Fund framework. We account for DKK 900 mil. here, subtracting the contrubution through NATO. Source of Aid 2 states that Denmark has provided 2000 155mm shells to Ukraine. We report this value here, as this item has not been committed or disclosed in another package.",DKK,900000000.0,Ammunition & Explosives,2023-03-15
2023-03-15,Denmark,Military,Equipment,"According to Source of Aid 1, Denmark provides Ukraine with a number of weapons and ammunition in its 9th military aid package. The pledge also includes DKK 100 million provided through NATO (reported below). The package is worth DKK 1 billion, which falls under the 2023 Ukraine Fund framework. We account for DKK 900 mil. here, subtracting the contrubution through NATO. Source of Aid 2 states that Denmark has provided 2000 155mm shells to Ukraine. We report this value here, as this item has not been committed or disclosed in another package.",DKK,100000000.0,Ammunition & Explosives,2023-03-15
2023-03-15,Denmark,Military,Weapons and equipment,"According to Source of Aid 1, Denmark provides Ukraine with a number of weapons and ammunition in its 9th military aid package. The pledge also includes DKK 100 million provided through NATO (reported below). The package is worth DKK 1 billion, which falls under the 2023 Ukraine Fund framework. We account for DKK 900 mil. here, subtracting the contrubution through NATO. Source of Aid 2 states that Denmark has provided 2000 155mm shells to Ukraine. We report this value here, as this item has not been committed or disclosed in another package.",DKK,900000000.0,Ammunition & Explosives,2023-03-15
2023-03-15,Denmark,Military,Weapons and equipment,"According to Source of Aid 1, Denmark provides Ukraine with a number of weapons and ammunition in its 9th military aid package. The pledge also includes DKK 100 million provided through NATO (reported below). The package is worth DKK 1 billion, which falls under the 2023 Ukraine Fund framework. We account for DKK 900 mil. here, subtracting the contrubution through NATO. Source of Aid 2 states that Denmark has provided 2000 155mm shells to Ukraine. We report this value here, as this item has not been committed or disclosed in another package.",DKK,900000000.0,Ammunition & Explosives,2023-03-15
2023-03-15,Denmark,Financial,Budgetary appropriations,"2023 Ukraine Fund commitment: Source of Aid 1 and Source of Aid 2 state that in 2023 the Ukraine fund will provide humanitarian aid worth 1.2 billion DKK from which 1 billion DKK will go to Ukraine, and 0.2 billion DKK will go to the greater Eastern European Region, including Ukraine (Source of Aid 3). Since we cannot distinguish between what goes to Ukraine and what does not, we take the entire 1.2 billion DKK as commitment. Still, some packages financed with this fund were considered as financial aid in our dataset. Therefore, we also repot part of it in financial aid section.",DKK,605018877.5896538,Financial & Economic Aid,2023-03-15
2023-03-15,Denmark,Military,Weapons and equipment,"According to Source of Aid 1, Denmark provides Ukraine with a number of weapons and ammunition in its 9th military aid package. The pledge also includes DKK 100 million provided through NATO (reported below). The package is worth DKK 1 billion, which falls under the 2023 Ukraine Fund framework. We account for DKK 900 mil. here, subtracting the contrubution through NATO. Source of Aid 2 states that Denmark has provided 2000 155mm shells to Ukraine. We report this value here, as this item has not been committed or disclosed in another package.",DKK,900000000.0,Ammunition & Explosives,2023-03-15
