activity_id,announcement_date,donor,explanation,reporting_currency,measure,source_reported_value_EUR
PLM7,2023-03-16,Poland,"Poland will hand over four MiG-29 fighters to Ukraine. The rest will be prepared and handed over later, announced President Andrzej Duda (Source of aid 1). Later in May, the Permanent Representation of Poland to the EU twitted that Poland delivered 14 MiG-29 fighters (Source of aid 2). ",USD,Allocation,419171744.0
SKM12,2023-03-17,Slovakia,"According to Source of aid 1, Slovakia will send 13 MiG-29 fighters and part of the KUB system to Ukraine, as well as spare parts and ammunition for these systems. According to Source of aid  3, Slovakia has promised 2 KUB systems. As we do not want to underestimate Slovakia's commitment, we assume that Slovakia has pledged 2 Kub systems. Later, in April 2023 (Source of aid 4), it was announced that the total aid had increased to EUR 668 million. We therefore assume that the provision of MiG-29s and KUBs is largely responsible for this and report the difference as a value of the package.",EUR,Allocation,467543032.56693506
PLM9,2023-03-20,Poland,"According to Source of Aid 1, Poland is joining the Czech ammunition inititative. However, the amount of contribution is not specified. Then, according to the source of Aid 2, Poland doubles its contribution to Czech initiative, without providing a specific figure. Source of Aid 3 states a value of €100 million. Source of Aid 4 gives a glimpse into the types of ammunition provided (122mm and 155mm artillery shells).",EUR,Allocation,100000000.0
ATH13,2023-03-20,Austria,"Austria will provide EUR 77.5 million in humanitarian assistance in its 2023 Foreign Disaster Relief Fund, according to Austrian Foreign Minister Alexander Schallenberg (Source of Aid 1). According to Source of Aid 2, EUR 18 million out of this will go to Ukraine.",EUR,Allocation,18000000.0
LUH4,2023-03-20,Luxembourg,The Ministry of Culture of Luxembourg allocated 1.3 million (approximately 32000 EUR) hryvnias to support Ukrainian artists.,EUR,Allocation,32000.0
ISM4,2023-03-21,Iceland,"According to Source of Aid 1, Iceland supports Ukraine with ISK 521.9 million through the NATO Comprehensive Assistance Package. ",ISK,Allocation,3548920.0
ISM5,2023-03-21,Iceland,"According to Source of Aid 1, Iceland supports Ukraine with ISK 527.9 million through the UK-led International Fund for Ukraine.",ISK,Allocation,3589720.0
ISH9,2023-03-21,Iceland,"According to Source of Aid 1, Iceland provided food items and support for prosthetics equipment and training for those injured in the war, equivalent to 60 million ISK.",ISK,Allocation,408000.0
IEH12,2023-03-21,Ireland,"According to Source of Aid 1, total in-kind assistance from the Health Service including hospital supplies, ambulances, blood bags, bio-protection suits and medical protection masks sums up to EUR 9.4 million. Since IEH9 accounted for EUR 4.3 million, we add the difference of EUR 5.1 million.",EUR,Allocation,5100000.0
ISF3,2023-03-21,Iceland,"According to Source of Aid 1, Iceland has provided economic support of 715 m ISK  to Ukraine through the World Bank’s Multi-Donor Trust Funds for Ukraine. We substract the 260 m ISK pledged before and reach 455 m ISK for this package.",ISK,Allocation,3094000.0
ROH7,2023-03-22,Romania,"The Romanian government approves humanitarian to Ukraine consisting of food items worth 562 million lei, which will support the population severely affected by the military conflict.",RON,Allocation,112400000.0
FIM11,2023-03-23,Finland,"According to Source of Aid 1, Finland pledged the 14th package of military aid. According to the official source, the package is worth EUR161 million and contains 3 additional Leopard-2 mine clearing tanks as well as other heavy weapons and ammunition. No further information is known.",EUR,Allocation,161000000.0
DEH26,2023-03-27,Germany,"According to Source of Aid 2, Minister for Economic Cooperation and Development Schulze announced a second aid package in 2023 during the launch of the ""Plattform Wiederaufbau"". It includes support of partnerships between German and Ukrainian municipalities and hospitals.",EUR,Allocation,25000000.0
UKH10,2023-03-28,United Kingdom,The UK has announced up to 10 GBP million in funding to support a new UK-Polish partnership which will provide shelter and power for Ukrainians displaced by Russian attacks.,GBP,Allocation,11600000.0
FRM10,2023-03-28,France,"According to Source of Aid 1, France will double this month its supplies of 155mm artillery rounds to Ukraine to about 2,000 shells a month, starting end of March 2023. We assume that until the end of 2023, this would add up 18,000 shells. Also, we assume that 8,000 of those will be delivered until July 31, 2023. As of the end of 2023, we assume everything was delivered. The Source of 1 report this artillery shells are provided based on an agreement signed between Australia and France in February, which enables to cooperate those two countries to jointly produce 155mm artillery shells.",USD,Allocation,12983544.0
JPM4,2023-03-30,Japan,Japan contributed US$30 million (3.24 billion yen) to the CAP Trust Fund of the North Atlantic Treaty Organization (NATO) to support Ukraine suffering from the aggression by Russia.,USD,Allocation,27900000.0
JPH14,2023-03-30,Japan,"According to Source of Aid 1, The Government of Japan has decided to grant support to Critical Energy Infrastructure Restoration and Immediate Provision of Energy Equipment in Ukraine through a grant worth $70 million. This project will support restoration of energy infrastructures damaged by Russian attacks. Source 3 details that the allocation is for  recovering and enhancing power supply to Combined Heat and Power Plants (CHPs) which provide the regions of Kyiv and Odesa with electricity, heat and water. The projects will be implemented in partnership with the United Nations Development Program.",USD,Allocation,65100000.0
JPH13,2023-03-30,Japan,"According to Source of Aid 1, the Government of Japan has decided to provide the ""Programme for Emergency Recovery Phase 2” amounting to $400 million. This cooperation will provide the Government of Ukraine, which has been suffering from Russia’s aggression, with equipment necessary for mine action and debris clerance, which are prerequisites for recovery and reconstruction, livelihood reconstruction including the provision of basic infrastructure, recovery of agriculture as a key industry and strengthening democracy and governance. This will thereby contribute to the rapid recovery and reconstruction of Ukraine. Source of Aid 3 presents the grant agreement signed between the Government of Ukraine and the Japan International Cooperation Agency (JICA). ",USD,Allocation,372000000.0
HRM4,2023-03-30,Croatia,"Croatian Ministry of Foreign and European Affairs says that Croatia will donate EUR500,000 to NATO's Comprehensive Aid Package to Ukraine. ",EUR,Allocation,500000.0
LVF3,2023-04-04,Latvia,The Latvian government approved an additional 10 EUR million in aid through World Bank instruments.  8 EUR million grant to the Crisis Support program of the World Bank and two million euros grant to URTF. We report the URTF contribution here,EUR,Allocation,2000000.0
LVF4,2023-04-04,Latvia,The Latvian government approved an additional 10 EUR million in aid through World Bank instruments.  8 EUR million grant to the Crisis Support program of the World Bank and two million euros grant to URTF. We report the contribution to the Crisis Support program here.,EUR,Allocation,8000000.0
HRH8,2023-04-04,Croatia,"Croatian Minister of Foreign and European Affairs states that Croatia has sent a total of 190 million EUR to Ukraine. He says that Croatia has given all forms of aid, ""not only humanitarian, not only political and diplomatic, but also military"" (Source of Aid 1). Therefore, we use this value to benchmark our values. To date, we have recorded 130,457,970 EUR of Croatian aid. The amount of aid we have not yet accounted for is 59,542,030 EUR. Finding no information about the this aid has been split between the aid types, we split it equally. We attribute 29,771,015 to humanitarian aid (entry HRH7) and to military aid (HRM6).   ",EUR,Allocation,29771015.0
HRM5,2023-04-04,Croatia,"Croatian Minister of Foreign and European Affairs states that Croatia has sent a total of 190 million EUR to Ukraine. He says that Croatia has given all forms of aid, ""not only humanitarian, not only political and diplomatic, but also military"" (Source of Aid 1). Therefore, we use this value to benchmark our values. To date, we have recorded 130,457,970 EUR of Croatian aid. The amount of aid we have not yet accounted for is 59,542,030 EUR. Finding no information about the this aid has been split between the aid types, we split it equally. We attribute 29,771,015 to humanitarian aid (entry HRH7) and to military aid (HRM6).   ",EUR,Allocation,29771015.0
CZM27,2023-04-05,Czechia,"According to source 1 and 2, Czechia will supply Ukraine with military equipment currently in storage and ""not needed"" for the Czech defense, worth up to CZK 700 million.",CZK,Allocation,29400000.0
ROM3,2023-04-05,Romania,"Romanian Foreign Minister announced at a NATO meeting of foreign ministers that Romania contributes $830,000 to the NATO-Ukraine Comprehensive Assistance Package Trust Fund.",USD,Allocation,771900.0
LTM20,2023-04-05,Lithuania,"According to the Lithuanian minister of defense, the value of the new Lithuanian military support package for Ukraine will reach about 41 EUR million. It will consist of sent equipment, new acquisitions, and contributions to international funds.",EUR,Allocation,41000000.0
CYH5,2023-04-07,Cyprus,"Cypriot Defense Minister says that Cyprus will offer Ukraine technical training for landmine detection and clearing, as part of its humanitarian assistance. According to the source of aid 4, this assistance is described as training conducted outside of Ukraine. Since the scope of the dataset is limited to aid directed specifically to Ukrainian territory, we have changed the value of this aid entry to zero.",USD,Allocation,0.0
CAF9,2023-04-11,Canada,"Prime Minister Trudeau also announced Canada had disbursed a 2.4 CAD billion loan to the Government of Ukraine to support essential services, such as pension payments, purchasing fuel, and restoring damaged energy infrastructure. Source of aid 2 later specified that Canada provided 4.35 CAD in loan resources through the new Administered Account for Ukraine at the International Monetary Fund. Therefore, we assume this loan was also provided via these instruments since this was Canada's only financial aid increase.  The loan condition is detailed in the Ukraine Cabinet Resolution on the implementation of public external borrowing in 2023 by attracting a loan from Canada (Source 4)"": the maturity period is 10 years. the grace period is 4.5 years and interest rate is 1.5 percent per annum. This condition is also confirmed in the Ukranian Ministry of Finance's announcement on March 31, 2023,  reporting maturity period is 10 years and the interest rate is 1.5% per annum (Source 3)",CAD,Allocation,1680000000.0
CAM18,2023-04-11,Canada,"On April 11, 2023, Canada announced it would donate additional small arms and ammunition to Ukraine, sourced from Colt Canada, valued at approximately 59 CAD million. This package includes 21,000 5.56mm assault rifles, 38 7.62mm machine guns, over 2.4 million rounds of ammunition to support these weapons, and small arms already in use by the Armed Forces of Ukraine. Accessories and spares for these small arms are also included in this package. Delivery was performed in two tranches. In the first batch, 100 thousand rounds of ammunition, a total amount of Leopard ammunition, and 21 thousand Colts were delivered. The second batch had the rest.",CAD,Allocation,41300000.0
CHH22,2023-04-12,Switzerland,"According to Source of Aid 1, Switzerland has reserved humanitarian funding of around CHF 1.5 billion for Ukraine in its IC strategy for the period 2025–28. According to Source of Aid 2, this was announced by Swiss minister for foreign affairs Ignazio Cassis on April 12, 2023. We assume that the amount is going to be split equally over the years 2025, 2026, 2027 and 2028, CHF 375 million per year.",CHF,Commitment,382500000.0
CHH23,2023-04-12,Switzerland,"According to Source of Aid 1, Switzerland has reserved humanitarian funding of around CHF 1.5 billion for Ukraine in its IC strategy for the period 2025–28. According to Source of Aid 2, this was announced by Swiss minister for foreign affairs Ignazio Cassis on April 12, 2023. We assume that the amount is going to be split equally over the years 2025, 2026, 2027 and 2028, CHF 375 million per year.",CHF,Commitment,382500000.0
CHH24,2023-04-12,Switzerland,"According to Source of Aid 1, Switzerland has reserved humanitarian funding of around CHF 1.5 billion for Ukraine in its IC strategy for the period 2025–28. According to Source of Aid 2, this was announced by Swiss minister for foreign affairs Ignazio Cassis on April 12, 2023. We assume that the amount is going to be split equally over the years 2025, 2026, 2027 and 2028, CHF 375 million per year.",CHF,Commitment,382500000.0
CHH7,2023-04-12,Switzerland,"According to Source of Aid 1, Switzerland spends around CHF 300 million to support Ukraine and its neighboring countries in 2023 and 2024. Out of this, CHF 140 million are spent in 2023 (CHF 114 million for Ukraine, see CHH6, the rest for Moldova). In this entry, we account for the remaining CHF 160 million to be spent in 2024. We do not know the exact division of spending for Ukraine and neighbouring countries in this case. Therefore, in line with our upper-bound rule, we assume that the full CHF 160 million will go to Ukraine. According to Source of Aid 2, the commitment was announced by Swiss minister for foreign affairs Inganzio Cassis on April 12, 2023.",CHF,Allocation,163200000.0
CHH21,2023-04-12,Switzerland,"According to Source of Aid 1, Switzerland has reserved humanitarian funding of around CHF 1.5 billion for Ukraine in its IC strategy for the period 2025–28. According to Source of Aid 2, this was announced by Swiss minister for foreign affairs Ignazio Cassis on April 12, 2023. We assume that the amount is going to be split equally over the years 2025, 2026, 2027 and 2028, CHF 375 million per year.",CHF,Commitment,382500000.0
LTF4,2023-04-13,Lithuania,"Lithuania commits to provide EUR 10 million through the World Bank (WB) Facility to finance Ukraine’s reconstruction process and to strengthen Moldova’s resilience. Since we do not know which part goes to Ukraine, we report the total value of the package following our upper-bound approach. Later in June, the government approved allocation of the funds (Source of aid 2).",EUR,Allocation,10000000.0
ESF5,2023-04-13,Spain,"Spain provides 100 EUR million in guarantees via European Bank for Reconstruction and Development (EBRD) to help Ukrainian towns and protect food security. In Source 3, EUR 5 million has been allocated to guarantee a loan to the Communal Enterprise ""Mykolayivvodokanal"" to rehabilitate the water supply and treatment infrastructure of the city of Mykolayiv. This project is within the EUR 4.5 billion Resilience and Livelihoods Framework (Source 4). 
",EUR,Allocation,100000000.0
EUM8,2023-04-13,European Peace Facility,The Council today adopted an assistance measure worth EUR1 billion under the European Peace Facility (EPF) to support the Ukrainian Armed Forces. This measure will allow the EU to reimburse member states for ammunition donated to Ukraine from existing stocks or from the reprioritization of existing orders during the period 9 February to 31 May 2023.,EUR,Commitment,1000000000.0
FIH22,2023-04-14,Finland,"EU Civil Protection Mechanism aid provided so far totals 8 EUR million, according to the Source of Aid 1. So far, our dataset recorded sligtly over 8 EUR million, so we leave this entry with no price.",USD,Allocation,811518.6297042187
CZH13,2023-04-14,Czechia,"According to source of aid 1, seven ambulances from the Medical Rescue Service equipped with humanitarian aid have been sent to hospitals in the Transcarpathian region of Ukraine. The total value of material aid is approximately 3.25 million crowns. ",CZK,Allocation,136500.0
ITM10,2023-04-16,Italy,"According to La Republica, some unknown sources speak of up to 60 M109 howitzers being delivered or soon to be delivered to Ukraine. 30 of these howitzers are recorded in ITM6 and the other 30 in this entry, in accordance with the upper bound rule. ",USD,Allocation,48400565.0
ATH14,2023-04-19,Austria,Four ambulances were sent to Uzhgorod by the federal state of Burgenland of the Republic of Austria. Since it's not a federal budget we report it separately.,USD,Allocation,1181100.0
DEH27,2023-04-19,Germany,"According to Source of Aid 2, State Secretary for Economic Cooperation and Development Flasbarth announced a third aid package in 2023 during his visit in Kyiv. It includes a housing program for internally displaced persons, reconstruction/repair of basic infrastructure, vocational training and EU approximation in trade and energy efficiency.  Source 1 specifies funds will be allocated to cooperation projects with the International Organization for Migration ( IOM ) to rebuild public infrastructure at the level of the collective municipalities (Hromada). Source 3 and 4 provide further information of the projects implemented under the Hromada Reconstruction Facility. ",EUR,Allocation,111480000.0
EEM13,2023-04-20,Estonia,"Estonia contributes 155mm ammunition as part of the European Union agreement to send 1 million rounds to Ukraine. Estonia also donates night vision equipment and light weaponry ammunition. In August 2023, an updated version of an overview page reported the price and the amount provided within this package (Source of aid 4.). Source of aid 4also says that everything was delivered.    ",EUR,Allocation,9269000.0
EUH12,2023-04-20,EU (Commission and Council),The EU is also allocating a further 55 EUR million in humanitarian funding to Ukraine on top of the EUR145 million already provided earlier this year (EUH9).,EUR,Allocation,55000000.0
FIM12,2023-04-21,Finland,"According to Source of Aid 1, Finland pledged the 15th package of military aid. According to the official source, the package is worth EUR78 million and contains defence material as well as support for the EUMAM training mission. No further information is known.",EUR,Allocation,78000000.0
CAM19,2023-04-21,Canada,"At the meeting with the Ukraine Defense Contact Group on April 21, 2023, Canadian Defence Minister Anita Anand announced that Canada will donate 34.6 CAD million to the North Atlantic Treaty Organization (NATO) Ukraine Comprehensive Assistance Package (CAP) Trust Fund.",CAD,Allocation,24220000.0
CAM20,2023-04-21,Canada,"At the meeting with the Ukraine Defense Contact Group on April 21, 2023, Canadian Defence Minister Anita Anand announced that Canada will donate approximately 2.5 CAD million for 40 .50 caliber sniper rifles and ammunition from PGW Defence Technologies Inc. based in Winnipeg, which includes spare parts and accessories. According to the Source 1, these aids are sourced from the remaining funds across Canadian Government's various funding schemes. According to the Overview page for Canadian military aid (Source for Delivery), this aid has been delivered, with the same number of units as originally pledged.",CAD,Allocation,1750000.0
CAM21,2023-04-21,Canada,"At the meeting with the Ukraine Defense Contact Group on April 21, 2023, Canadian Defence Minister Anita Anand announced that Canada will donate approximately 2 CAD million worth of new radio sets (16 in total) from L3 Harris to accompany the Leopard 2 tank donations. These aids are sourced from the remaining funds across Canadian Government's various funding schemes (Source 1). According to the Overview page for Canadian military aid (Source for Delivery), this aid has been delivered, but the number of delivered unit is not specified.",CAD,Allocation,1400000.0
PTM9,2023-04-22,Portugal,"According to Source of Aid 1, Portugal will send five armored rescue and medical vehicles to Ukraine. The vehicle delivery will consist of three M113 and two M577 armored personal carriers.",USD,Allocation,766314.0
DEH28,2023-04-24,Germany,"In December 2022, the German government published the overview document with aid per ministry. In April 2023, the version another updated was published. Here, we report those pledges that were NOT mentioned in previous documents for Bundesministerium für Wirtschaft und Klimaschutz. Among pledges were Beratung zum emissionsarmen und grünen Wiederaufbau, Unterstützung der Energieeffizienz und Modernisierung,Reformierung des ukrainischen  Fernwärmesektors, and increase in 'Unterstützung zur Einführung eines Emissionshandelssystems in der Ukraine'.",EUR,Allocation,19500000.0
DEM12,2023-04-24,Germany,"According to Source of Aid 1 (page 4) and Source of Aid 2 (page 4), humanitarian aid committed by the Federal Foreign Office increased by EUR 56.13 million between 2/24/2023 and 4/24/2023. Out of this, EUR 40 million go to the NATO CAP TF for Ukraine, the rest (EUR 16.13 million) is listed as humanitarian aid in DEH25.",EUR,Allocation,40000000.0
DEH29,2023-04-24,Germany,"In December 2022, the German government published the overview document with aid per ministry. In April 2023, the version another updated was published. Here, we report those pledges that were NOT mentioned in previous documents for Auswärtiges Amt. This entry includes an increase in 'Unterstützung der humanitären Hilfe für notleidende Personen in der Ukraine' for 2023 (1.1 EUR million), in 'Förderung Menschenrechtsprojekte von ODIHR und HKNM' (0.6 EUR million), in ' Unterstützung im Bereich Cybersecurity' (by 21,04 EUR million), and in 'Im Bereich Auswärtige Kultur- und Bildungspolitik (AKBP)' (by 3 EUR million). ",EUR,Allocation,25740000.0
DEH30,2023-04-24,Germany,"In December 2022, the German government published the overview document with aid per ministry. In April 2023, the version another update was published. Here, we report those pledges that were NOT mentioned in previous documents for 'Bundesministerium für Digitales und Verkehr'. This entry includes an increase in 'Leistungen zum Ausgleich der Einnahmeausfälle der Flugsicherungsorganisationen der Ukraine in den Jahren 2022 und 2023' (by 5.3 EUR million).",EUR,Allocation,5300000.0
DEM13,2023-04-24,Germany,"In December 2022, the German government published the overview document with aid per ministry. In April 2023, the version another update was published. Here, we report those pledges that were NOT mentioned in previous documents for 'Bundesministerium der Verteidigung'. This entry includes an increase in 'Diverse Projekte in Zusammenarbeit mit der Ukraine im Rahmen des Rechtsstaats- förderungsauftrags der IRZ' (by 5 EUR million).",EUR,Allocation,5000000.0
DEH31,2023-04-24,Germany,"In December 2022, the German government published the overview document with aid per ministry. In April 2023, the version another update was published. Here, we report those pledges that were NOT mentioned in previous documents for 'Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung'. This entry includes newly mentioned donations among which are 'zweites Unterstützungspaket 2023' (25 EUR million) and 'drittes Unterstützungspaket 2023' ( 111 EUR million).",EUR,Allocation,136000000.0
ITH12,2023-04-26,Italy,"At the 'Conference on the Reconstruction of Ukraine' in Italy, the Italian Cooperation agreed to contribute 10 million EUR to the EBRD in support of Ukraine’s fast energy recovery and security for the support of the Ukrainian company Ukrenergo.",EUR,Allocation,10000000.0
ITH11,2023-04-26,Italy,"At the 'Conference on the Reconstruction of Ukraine' in Italy, the Italian Cooperation provides further grants and soft loan funds for humanitarian and resilance/fast recovery projects. The assistance is worth 160 million EUR. An Italian Cooperation office in Kyiv is also established.",EUR,Allocation,160000000.0
ITF3,2023-04-26,Italy,"At the 'Conference on the Reconstruction of Ukraine' in Italy, the Italian Ministry of Economy and Finance will contribute to the EIB ""EU for Ukraine"" fund with a guarantee worth 100 million EUR.  ",EUR,Allocation,100000000.0
CZH14,2023-04-27,Czechia,"According to Source of Aid 1, the government of Czechia decided to allocate almost EUR1 million for the training of 20-25 Ukrainian civil aviation pilots in the country.",EUR,Allocation,1000000.0
ESH8,2023-04-28,Spain,Spain is to supply the city of Kherson with 32 buses. This is humanitarian aid within the Civil Protection Mechanism of the European Union.,USD,Allocation,4034366.0
LVH11,2023-04-28,Latvia,"Latvian State Police will send to the Ukrainian structures - the Ukrainian National Police, the Ministry of Defense of Ukraine, and the Task Force of the National Guard of Ukraine - 50 vehicles, two drones, three generators, one mobile power plant, and 567 uniforms of old design, free of charge over the next few weeks.",USD,Allocation,197868.0
UKF17,2023-05-02,United Kingdom,"According to official Source 1 and 2, the Foreign Secretary confirmed a GBP 36 million package for Ukraine's energy infrastructure to support energy transition and recovery. GBP 20 million is contributed to the Ukraine Energy Support Fund. GBP 16 million is granted to the InnovativeUkraine programme launched at the Foreign Secretary's visit to Kyiv.",GBP,Allocation,18560000.0
UKF16,2023-05-02,United Kingdom,"According to official Source 1 and 2, the Foreign Secretary confirmed a GBP 36 million package for Ukraine's energy infrastructure to support energy transition and recovery. GBP 20 million is contributed to the Ukraine Energy Support Fund.",GBP,Allocation,23200000.0
NZH5,2023-05-03,New Zealand,"According to Source of Aid 1, New Zealand contributes NZD 1.5 million to the UN High Commissioner for Refugees, providing humanitarian support to Ukrainian refugees.",NZD,Allocation,885000.0
NZH4,2023-05-03,New Zealand,"According to Source of Aid 1, New Zealand contributes additional NZD 2 mil. to the Ukraine Humanitarian Fund to support the provision of healthcare, food assistance, clean water, shelter and other assistance.",NZD,Allocation,1180000.0
EUM9,2023-05-05,European Peace Facility,"The Council adopted an assistance measure worth EUR1 billion under the European Peace Facility (EPF). The assistance measure will finance the provision to the Ukrainian Armed Forces of 155-mm-calibre artillery rounds and, if requested, missiles which will be jointly procured by EU member states from the European defence industry. Together with the previous packages of military support, the assistance measure adopted today brings the total EU contribution for Ukraine to support the delivery of military equipment under the EPF to EUR5.6 billion.",EUR,Commitment,1000000000.0
SEH7,2023-05-08,Sweden,"According to Source of Aid 1, Sweden has committed EUR11 million in humanitarian aid to Ukraine in support to women and girls in Ukraine. ",EUR,Allocation,11000000.0
FRH20,2023-05-10,France,"According to Source of Aid 1, France gave Ukraine's State Emergency Service a new batch of civil security equipment, the fifth since the beginning of the Russian invasion. Its total value is around two million euros.",EUR,Allocation,2000000.0
CZM28,2023-05-10,Czechia,"According to source of aid 1, Czechia provided Ukraine with two 2K12 Kub air defense systems, including a relatively large quantity of ammunition for them. Source of aid 2 contains the original interview.",USD,Allocation,46500000.0
BEM13,2023-05-12,Belgium,"The Federal Government approved a new package of support measures for Ukraine worth 92 EUR million on Friday, Prime Minister Alexander De Croo’s office announced. Source of Aid 1 says that half the amount is earmarked for further military aid, including delivering unspecified armored vehicles, weapons, and ammunition. Still, it does not mention where the other 14 EUR million will go since it only mentions 8 EUR million for financial aid and 24 EUR million for humanitarian aid. Therefore, we assume that 14 EUR million are also dedicated to military aid. Later in June, the Belgian Minister of Defence announced a new package worth 32.4 EUR million providing 105mm ammunition to Ukraine (Source of aid 3,4). Since it was also reported (Source of aid 3, 4) that the total military aid provided by Belgium was about 306 EUR million to this point, and the total aid recorded by our dataset is close to this value, we consider it to be a part of the current 60 EUR million package. ",EUR,Allocation,60000000.0
BEH8,2023-05-12,Belgium,"The Federal Government approved a new package of support measures for Ukraine worth 92 EUR million on Friday, Prime Minister Alexander De Croo’s office announced. Humanitarian aid worth 24 EUR million will be allocated out of 92 EUR million. Later it was specified that 7 EUR million would go to the UN Humanitarian Fund for Ukraine (OCHA) via the Directorate-General for Development Cooperation (Source of aid 3). Also, a more recent publication stated that 24 EUR million would go mainly to international aid agencies, which are already present on the ground, such as the UN humanitarian crisis agency (OCHA), the World Food Program (WFP), UNICEF, the UN refugee agency (UNHCR) and the International Organization for Migration (IOM) (Source of aid 4). Therefore, we split this donation into three entries: 14 million for UNICEF, 7 million for OCHA, and the rest for WFP, IOM, and UNHCR. ",EUR,Allocation,3000000.0
BEH7,2023-05-12,Belgium,"The Federal Government approved a new package of support measures for Ukraine worth 92 EUR million on Friday, Prime Minister Alexander De Croo’s office announced. Humanitarian aid worth 24 EUR million will be allocated out of 92 EUR million. Later it was specified that 7 EUR million would go to the UN Humanitarian Fund for Ukraine (OCHA) via the Directorate-General for Development Cooperation (Source of aid 3). Also, a more recent publication stated that 24 EUR million would go mainly to international aid agencies, which are already present on the ground, such as the UN humanitarian crisis agency (OCHA), the World Food Program (WFP), UNICEF, the UN refugee agency (UNHCR) and the International Organization for Migration (IOM) (Source of aid 4). Therefore, we split this donation into three entries: 14 million for UNICEF(BEH6) , 7 million for OCHA (BEH7), and the rest for WFP, IOM, and UNHCR (BEH8). ",EUR,Allocation,7000000.0
BEF3,2023-05-12,Belgium,"The Federal Government approved a new package of support measures for Ukraine worth 92 EUR million on Friday, Prime Minister Alexander De Croo’s office announced. Out of it, 8 EUR million will go to the reconstruction of Ukraine through funds set up by the European Investment Bank and the World Bank. Source of aid 3 specifies that 6 EUR million went to EIB, and therefore, 2 EUR million went to WB. Here we report the donation to EIB for financial aid analysis reasons.",EUR,Allocation,6000000.0
BEH6,2023-05-12,Belgium,"The Federal Government approved a new package of support measures for Ukraine worth 92 EUR million on Friday, Prime Minister Alexander De Croo’s office announced. Humanitarian aid worth 24 EUR million will be allocated out of 92 EUR million. Later it was specified that 7 EUR million would go to the UN Humanitarian Fund for Ukraine (OCHA) via the Directorate-General for Development Cooperation (Source of aid 3). Also, a more recent publication stated that 24 EUR million would go mainly to international aid agencies, which are already present on the ground, such as the UN humanitarian crisis agency (OCHA), the World Food Program (WFP), UNICEF, the UN refugee agency (UNHCR) and the International Organization for Migration (IOM) (Source of aid 4). Therefore, we split this donation into three entries: 14 million for UNICEF, 7 million for OCHA, and the rest for WFP, IOM, and UNHCR. ",EUR,Allocation,14000000.0
BEF4,2023-05-12,Belgium,"The Federal Government approved a new package of support measures for Ukraine worth 92 EUR million on Friday, Prime Minister Alexander De Croo’s office announced. Out of it, 8 EUR million will go to the reconstruction of Ukraine through funds set up by the European Investment Bank and the World Bank. Source of aid 3 specifies that 6 EUR million went to EIB, and therefore, 2 EUR million went to WB. Here we report the donation to WB for financial aid analysis reasons. Source of aid 4 confirmed it. ",EUR,Allocation,2000000.0
ISM6,2023-05-15,Iceland,"According to Source of Aid 1, Iceland will purchase and donate a fully equipped mobile field hospital to Ukraine, which is worth ISK 1.2 billion.",ISK,Allocation,8160000.0
FRM11,2023-05-15,France,"According to Source of Aid 1, France will send to Ukraine dozens of Armored vehicles and light tanks, including additional AMX-10RCs fighting vehicles, without giving specific numbers. Source of aid 4 states that a total of 38 AMX-10s have been delivered. Our dataset recorded two pledges of an unknown number of AMX-10s to Ukraine. We therefore assume that they were equally committed.",USD,Allocation,50489435.0
KOF1,2023-05-17,South Korea,"According to Source of Aid 1, South Korea signed an agreement with Ukraine to provide a $130 million financial aid package, which will consist of donations and aid loans. Since we do not know the exact grant/loan proportion we assume that the whole amount is provided in grants to avoid under-estimation. According to Source of Aid 4, this package relates to the $130 million announced in KOH6. Therefore, we adjust KOF1 to $0.",USD,Allocation,0.0
KOF4,2023-05-17,South Korea,"According to Source of Aid 1, Ukraine and South Korea signed a preliminary agreement on securing a concessional loan from the Economic Development Cooperation Fund (EDCF). This loan has a maturity period of 40 years, a grace period of 10 years and interest rate of 0.15 % per annum (Source of Aid 1).The possibility of receiving the first tranche of up to USD 300 million from the EDCF will appear in 2023. ",USD,Allocation,279000000.0
ISM7,2023-05-23,Iceland,"According to Source of Aid 1, Iceland has financed and delivered 10 fuel trucks for the Ukrainian military.
",ISK,Allocation,408000.0
PLM8,2023-05-24,Poland,"The official office of the Prime Minister of Poland (Kancelarii Prezesa Rady Ministrów) tweeted that the total military aid provided by Poland to Ukraine reached 3 billion EUR. Since it's higher than what we've recorded so far, we're reporting the difference here. Later in 2024, the security agreement between Ukaraine and Poland stated that the total amount of aid provided was actually 4 billion EUR in military aid (source of aid 2). However, it did not specify whether it included additional costs such as training, maintenance, and transportation. Moreover, Polish defense newspapers claimed that the total value of equipment out of this 4 billion was 2 billion (Source of Aid 3).  Finally, the Polish Prime Minister later said that the total aid amounted to 12 billion zlotys, which is about 3 billion EUR (Source of Aid 4). Therefore, we assume that the total aid until 2024 will be about 3 billion EUR.",EUR,Allocation,807831850.9886508
FIM13,2023-05-25,Finland,"According to Source of Aid 1, Finland pledged the 16th package of military aid. According to the official source, the package is worth EUR109 million and contains Anti-Air weapons and munitions.",EUR,Allocation,109000000.0
CAM22,2023-05-25,Canada,"At the meeting with the Ukraine Defense Contact Group on May 25, 2023, Canadian Defence Minister Anita Anand announced a new military aid package. It includes 43 AIM-9 missiles to Ukraine from the CAF inventory. According to the Overview page for Canadian military aid (Source for Delivery), this aid has been delivered, with the same number of units as originally pledged.",USD,Allocation,18183039.0
